description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
❤秒殺❤黃金店面地段佳,台中市西屯區光明路,西屯區,光明路,店面,8,1,20.0,0.0,0.0,0.0,1,7,30000.0
B1工作室、倉庫🌼可戶籍營登,台中市西區三民路一段50巷,西區,三民路一段,辦公,5,2,10.0,0.0,0.0,0.0,-1,17,8000.0
逢甲商圈🍀一樓黃金店面,台中市西屯區西安街172巷,西屯區,西安街,店面,8,1,15.0,0.0,0.0,0.0,1,6,20000.0
阿強承辦★黎明新村角間透天◆屋況棒,台中市南屯區干城街,南屯區,干城街,辦公,7,2,40.0,3.0,2.0,2.0,1,2,38000.0
⭐捷運2F金店面♥面寬14米♥室內大坪數,台中市北區文心路四段,北區,文心路四段,店面,2,1,101.0,0.0,0.0,0.0,2,14,69726.0
🌾國美館♥1+2F住商兩用樓店♥文教優,台中市西區自治街,西區,自治街,店面,5,1,49.73,0.0,0.0,0.0,1,10,40000.0
南區興大特區便宜店面,台中市南區學府路147巷13號,南區,學府路,店面,3,1,21.27,0.0,0.0,0.0,1,18,18804.0
中科福順路郵局旁店面,台中市西屯區福順路,西屯區,福順路,店面,8,1,23.4,0.0,1.0,1.0,1,1,28000.0
雙車位透天住店/歡迎各種行業/大庭院,台中市北屯區軍和街,北屯區,軍和街,店面,6,1,50.0,0.0,0.0,0.0,1,2,35000.0
近東海榮總#黃金店面1+地下室#可餐飲,台中市西屯區玉門路,西屯區,玉門路,店面,8,1,50.0,0.0,0.0,0.0,1,5,40000.0
『古色古香店面』適合文武百市,台中市北屯區旅順路二段73號,北屯區,旅順路二段,店面,6,1,12.0,0.0,0.0,0.0,1,2,26000.0
👉北區黃金店面~🔥重新粉刷~機能佳,台中市北區忠明路,北區,忠明路,店面,2,1,30.0,0.0,0.0,0.0,1,5,25000.0
💘單元十二店面💘歡迎來電預約賞屋,台中市北屯區軍福十九路,北屯區,軍福十九路,店面,6,1,30.0,0.0,0.0,0.0,1,4,53000.0
逢甲商圈正福星路1～3F黃金店面,台中市西屯區福星路,西屯區,福星路,店面,8,1,50.0,0.0,0.0,0.0,1,14,41400.0
獨家！西屯逢甲精銳建設全新黃金店面🔥,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,30.0,0.0,0.0,0.0,1,23,95000.0
國泰Mega+✨全新大面寬黃金店面,台中市北屯區竹興街,北屯區,竹興街,店面,6,1,22.24,0.0,0.0,0.0,1,14,63280.0
築創🅳南區金店面✪台中路◆近忠孝夜市,台中市南區台中路,南區,台中路,店面,3,1,12.0,0.0,0.0,0.0,1,3,23000.0
大管家-茂盛車水馬龍屋1+2樓車庫透店,台中市西屯區台灣大道二段,西屯區,台灣大道二段,店面,8,1,50.0,0.0,0.0,0.0,1,5,42000.0
北區超質感網美店紋繡、美睫、美體專屬,台中市北區青島路一段,北區,青島路一段,店面,2,1,30.0,0.0,0.0,0.0,3,3,10000.0
西區｜向上路一段金店面｜可營登IVAN,台中市西區向上路一段,西區,向上路一段,店面,5,1,15.0,0.0,0.0,0.0,1,3,37000.0
超低租金黃金店面室內50坪適合各行各業,台中市南區高工路500號,南區,高工路,店面,3,1,50.0,0.0,0.0,0.0,6,6,30000.0
雙面店面⭐永興商圈⭐個人工作室,台中市北區衛道路,北區,衛道路,店面,2,1,15.0,0.0,0.0,0.0,1,5,27000.0
正福星路上，方正店面,台中市西屯區福星路444號,西屯區,福星路,店面,8,1,12.0,0.0,0.0,0.0,1,1,65000.0
正台中路俗俗店面❤大空間好規劃/可營登,台中市南區台中路,南區,台中路,店面,3,1,30.0,0.0,0.0,0.0,1,1,27999.0
近台中家商#黃金店面精美裝潢,台中市南區台中路,南區,台中路,店面,3,1,15.0,0.0,0.0,0.0,1,1,28000.0
台中東區全新樓店全合法可醫美診所,台中市東區旱溪街,東區,旱溪街,店面,4,1,30.0,0.0,0.0,0.0,1,13,58000.0
套房店面#子母車#工作室#美甲#房東裝潢,台中市北區永興街146號,北區,永興街,店面,2,1,15.0,0.0,0.0,0.0,1,7,25000.0
美村工學路商圈~知名飲料店頂讓,台中市南區工學路13號,南區,工學路,店面,3,1,15.0,0.0,0.0,0.0,1,3,35000.0
💚7.5米大面寬金店💚國稅局旁,台中市西區民生北路42號,西區,民生北路,店面,5,1,30.0,0.0,0.0,0.0,1,1,60000.0
屋主自租一中街1樓鬧區店面,台中市北區一中街150號,北區,一中街,店面,2,1,12.0,0.0,0.0,0.0,1,5,27000.0
科博館旁｜金賺店面｜謝絕油煙｜門前可停車,台中市北區西屯路一段,北區,西屯路一段,店面,2,1,12.0,0.0,0.0,0.0,1,3,30000.0
一中商圈文武百市皆可店面,台中市北區育才街6巷9號,北區,育才街,店面,2,1,12.0,0.0,0.0,0.0,1,4,35000.0
網美店面~美捷美甲,台中市北屯區同榮路,北屯區,同榮路,店面,6,1,12.0,0.0,0.0,0.0,1,7,16999.0
🌾中友一中益民商圈♥一樓大坪數金店面,台中市北區育才街6巷,北區,育才街,店面,2,1,12.0,0.0,0.0,0.0,1,4,35000.0
西屯路三段店面,台中市西屯區西屯路三段101號,西屯區,西屯路三段,店面,8,1,30.0,0.0,0.0,0.0,1,2,47000.0
稀有黃金店面,台中市西區府後街,西區,府後街,店面,5,1,30.0,0.0,0.0,0.0,1,1,45000.0
~Eli精選*勤美科博商圈復古全棟店鋪~,台中市西區博館一街,西區,博館一街,店面,5,1,38.6,0.0,0.0,0.0,1,2,45000.0
中清路一段一樓黃金店面2萬洽0919608800,台中市北區中清路一段,北區,中清路一段,店面,2,1,30.0,1.0,2.0,1.0,1,2,20000.0
中友一中屋馬中國醫旁黃金店面,台中市北區五權路500巷,北區,五權路,店面,2,1,15.0,0.0,0.0,0.0,1,2,29000.0
南屯黃金三角店面招牌醒目採光好,台中市南屯區向心南路943號,南屯區,向心南路,店面,7,1,40.0,0.0,0.0,0.0,1,5,91000.0
1樓黃金店面,台中市北屯區庄美街19號,北屯區,庄美街,店面,6,1,10.0,0.0,0.0,0.0,1,4,6300.0
極新屋況＠新穎廁所＠適合辦公室＠美甲美容,台中市南屯區南屯路二段,南屯區,南屯路二段,辦公,7,2,15.0,0.0,0.0,0.0,1,5,23000.0
🍙北區🍙黃金店面🍙可餐飲,台中市北區育才街6巷,北區,育才街,店面,2,1,15.0,0.0,0.0,0.0,1,5,35000.0
精武路樓店面適合工作室/店面住宅,台中市北區精武路238號,北區,精武路,店面,2,1,50.0,0.0,0.0,0.0,1,2,23000.0
全新整理，120坪好規劃，路寬車輛好出入,台中市西屯區文心路三段,西屯區,文心路三段,店面,8,1,120.0,0.0,0.0,0.0,1,4,75000.0
景觀商務辦公室，優惠免收水電管理費,台中市南區美村路二段186號,南區,美村路二段,辦公,3,2,4.0,0.0,0.0,0.0,6,12,6500.0
Eli精選*第二市場一中商圈旁稀有店鋪,台中市中區光復路,中區,光復路,店面,1,1,15.11,0.0,0.0,0.0,1,4,28000.0
築創🆂北屯金店面✪含管◆耀文心,台中市北屯區遼寧路一段,北屯區,遼寧路一段,店面,6,1,14.22,0.0,0.0,0.0,1,14,25000.0
裕來大樓4F之1辦公室出租可公司登記,台中市北屯區進化北路63號,北屯區,進化北路,辦公,6,2,41.1,0.0,0.0,0.0,4,12,23600.0
七期市政府捷運辦公,台中市西屯區文心路二段,西屯區,文心路二段,辦公,8,2,33.0,0.0,0.0,0.0,13,20,66790.0
邊間一樓、9米大面寬店面、採光好,台中市西區府後街,西區,府後街,店面,5,1,30.0,0.0,0.0,0.0,1,5,45000.0
可營登報稅/適合設計師事務所辦公室,台中市西屯區大弘四街,西屯區,大弘四街,辦公,8,2,25.0,0.0,0.0,0.0,1,4,25000.0
精銳萌未來透天臨路店面,台中市北屯區松竹五路一段,北屯區,松竹五路一段,店面,6,1,84.3,3.0,2.0,3.0,1,2,70000.0
太平角間金店,台中市東區自由路四段,東區,自由路四段,店面,4,1,120.0,0.0,0.0,0.0,1,4,75000.0
全新公司設立/營業登記/含專人接待管理,台中市北區崇德路一段631號,北區,崇德路一段,辦公,2,2,2.0,0.0,0.0,0.0,9,20,2500.0
西屯黃昏市場旁，台中陽明1+2樓黃金店面,台中市西屯區西屯路三段,西屯區,西屯路三段,店面,8,1,35.0,0.0,0.0,0.0,1,16,61900.0
漢口商圈店面,台中市西屯區漢口路二段,西屯區,漢口路二段,店面,8,1,32.0,0.0,0.0,0.0,1,1,34000.0
向心路商圈🌈黃金店面🌈禁餐廳,台中市南屯區向心路,南屯區,向心路,店面,7,1,25.0,0.0,0.0,0.0,1,3,38000.0
臺灣大道8人臨窗辦公室(近中科/工業區),台中市西屯區臺灣大道四段771號,西屯區,臺灣大道四段,辦公,8,2,15.0,0.0,0.0,0.0,9,12,23000.0
黃金店面✅工作室✅輕食✅現況出租✅74旁,台中市北屯區軍功路二段,北屯區,軍功路二段,店面,6,1,19.0,0.0,0.0,0.0,1,1,17999.0
台中舞蹈/瑜珈/有氧/會議/教室出租,台中市北區中清路一段370號,北區,中清路一段,辦公,2,2,60.0,0.0,0.0,0.0,5,12,9000.0
✦吳俊諺✦七期市政旁優質創業辦公室,台中市西屯區文心路二段562號,西屯區,文心路二段,辦公,8,2,5.0,0.0,0.0,0.0,3,21,10000.0
西屯路永安國小旁🌈金店面,台中市西屯區西屯路三段,西屯區,西屯路三段,店面,8,1,30.0,0.0,0.0,0.0,1,4,47000.0
大英街店面（1〜2樓）好利用,台中市南屯區大英街299號,南屯區,大英街,店面,7,1,50.8,0.0,0.0,0.0,1,2,26060.0
科博館對面辦公室,台中市西區博館路117號,西區,博館路,辦公,5,2,50.0,0.0,0.0,0.0,10,12,41500.0
純一樓大店面86坪出租,台中市北區英士路,北區,英士路,店面,2,1,86.0,0.0,0.0,0.0,1,14,43800.0
北區店面補習班看過來,台中市北區進德北路,北區,進德北路,店面,2,1,45.72,0.0,1.0,1.0,1,7,30000.0
台灣大道方正附隔間💎商辦專業如春房屋,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,47.86,0.0,0.0,0.0,19,23,29195.0
捷運文心森林公園G10站生產力大樓商辦極少釋出,台中市南屯區文心路一段,南屯區,文心路一段,辦公,7,2,64.12,1.0,3.0,0.0,4,13,48500.0
南區大慶夜市角間樓店適醫美診所,台中市南區復興北路,南區,復興北路,店面,3,1,46.0,0.0,0.0,0.0,1,6,45000.0
👍稀有-豐樂公園12米面寬大店面,台中市南屯區豐功路6號,南屯區,豐功路,店面,7,1,88.04,0.0,0.0,0.0,1,5,65000.0
勤美草悟道附隔間家具💎商辦專業如春房屋,台中市西區公益路,西區,公益路,辦公,5,2,28.03,0.0,0.0,0.0,3,14,32234.0
黃金店面⭐車流人流多⭐歡迎美甲工作室,台中市南區台中路,南區,台中路,店面,3,1,22.0,0.0,0.0,0.0,1,1,28000.0
大管家茂盛-漢口西屯成熟商圈黃金店舖,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,35.0,0.0,0.0,0.0,1,4,38000.0
築創🅳黃金角店✪面寬17◆含車/自由路,台中市西區自由路一段28號,西區,自由路一段,店面,5,1,29.0,0.0,0.0,0.0,1,14,30000.0
築創🅳優質辦公室✪機能佳◆公益路精誠路,台中市西區公益路,西區,公益路,辦公,5,2,56.8,0.0,0.0,0.0,14,17,42876.0
統聯轉運站旁吃市可油煙餐飲店面,台中市中區雙十路一段,中區,雙十路一段,店面,1,1,25.41,0.0,0.0,0.0,6,6,36500.0
＃全新店面＃適合美甲美睫＃永興街可餐飲,台中市北區衛道路,北區,衛道路,店面,2,1,18.0,0.0,0.0,0.0,1,6,25000.0
東區優質樓中樓大店面,台中市東區東英十五街,東區,東英十五街,店面,4,1,125.77,0.0,0.0,0.0,1,13,69137.0
"♥小型工作室,倉庫,可寵含平面車位♥",台中市北區五義街238巷20號,北區,五義街,辦公,2,2,8.0,0.0,0.0,0.0,1,3,10000.0
店面出租、貨櫃店面、好停車、禁酒類仲免,台中市北區漢口路五段73號,北區,漢口路五段,店面,2,1,7.0,0.0,0.0,0.0,1,1,12000.0
中山醫大慶車站商圈1+2樓挑高金店面,台中市南區復興北路,南區,復興北路,店面,3,1,51.74,0.0,0.0,0.0,2,12,36000.0
逢甲店面附裝潢便宜租,台中市西屯區文華路155巷,西屯區,文華路,店面,8,1,8.0,0.0,0.0,0.0,1,2,38000.0
朝馬運動中心/臨路/微型辦公/個人工作室,台中市西屯區朝貴一街,西屯區,朝貴一街,辦公,8,2,7.0,0.0,0.0,0.0,2,4,10000.0
東興市場｜中醫藥大學大面寬透天店住,台中市北區柳川東路四段,北區,柳川東路四段,店面,2,1,52.0,0.0,0.0,0.0,1,2,28000.0
🌞正逢甲夜市近校門🌞轉角店面~人潮多,台中市西屯區文華路121號,西屯區,文華路,店面,8,1,25.0,0.0,0.0,0.0,1,5,67999.0
西區美術館旁黃金至尊寶座高級商辦稀有釋出,台中市西區五權西路一段237號,西區,五權西路一段,辦公,5,2,54.83,0.0,0.0,0.0,16,16,58253.0
進化北路世基大樓辦公室出租,台中市北區進化北路238號,北區,進化北路,辦公,2,2,86.0,0.0,0.0,0.0,4,20,55000.0
1+2F俗店面❤️適合工作室❤️周遭便利,台中市西屯區逢甲路75巷,西屯區,逢甲路,店面,8,1,25.0,0.0,0.0,0.0,1,2,28000.0
三井LaLaport💖超大地坪金透店,台中市東區旱溪西路一段,東區,旱溪西路一段,店面,4,1,51.709,0.0,0.0,0.0,1,3,38000.0
全新店面/大坪數/禁餐飲/一中中國醫,台中市北區柳川西路四段,北區,柳川西路四段,店面,2,1,20.0,0.0,0.0,0.0,1,5,28999.0
東區火車站最熱鬧地段正台中路透天店面,台中市東區台中路,東區,台中路,店面,4,1,80.0,0.0,0.0,0.0,1,4,55000.0
~Eli精選*科博館勤美商圈稀有店鋪~,台中市北區博館東街,北區,博館東街,店面,2,1,109.0,0.0,0.0,0.0,-1,12,85000.0
專簽捷運出口就到，格局方正，採光佳,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,89.141,0.0,0.0,0.0,15,24,67000.0
雙拼大店面出租,台中市中區光復路26號,中區,光復路,店面,1,1,50.0,0.0,0.0,0.0,1,6,45000.0
西區商一透天店面臨20米路,台中市西區民權路,西區,民權路,店面,5,1,90.0,0.0,0.0,0.0,1,2,55000.0
市政府文心路美辦，近捷運站，適醫美事務所,台中市西屯區文心路二段,西屯區,文心路二段,辦公,8,2,61.0,0.0,0.0,0.0,2,28,61000.0
民俗公園店面🔥古厝風🔥多間可選,台中市北屯區旅順路二段,北屯區,旅順路二段,店面,6,1,15.0,0.0,0.0,0.0,1,1,26000.0
台中火車站前精緻辦公室屋主自租免仲費,台中市中區綠川東街,中區,綠川東街,辦公,1,2,16.0,0.0,0.0,0.0,11,12,12600.0
一中商圈🌳絕美獨立辦公室🌳大陽台,台中市北區三民路三段,北區,三民路三段,辦公,2,2,23.0,0.0,0.0,0.0,5,6,23000.0
八期向心商圈臨路透天店面~住商合一,台中市南屯區向心南路906巷,南屯區,向心南路,店面,7,1,54.895,0.0,0.0,0.0,1,5,35500.0
機捷特區燙金店面,台中市北屯區敦富一街,北屯區,敦富一街,店面,6,1,20.56,0.0,0.0,0.0,1,13,50000.0
豪棒棒👍文武百正東山路熱鬧店面💖整棟,台中市北屯區東山路一段,北屯區,東山路一段,店面,6,1,52.0,0.0,0.0,0.0,1,3,45000.0
1+2樓店禁油煙❤️人潮車潮就是錢潮❤️,台中市南區高工路,南區,高工路,店面,3,1,25.0,0.0,0.0,0.0,1,2,45000.0
中區商辦出租,台中市中區三民路二段,中區,三民路二段,辦公,1,2,30.0,0.0,0.0,0.0,12,12,22400.0
草悟道含一機洗手間💝商辦專業如春房屋,台中市北區台灣大道二段,北區,台灣大道二段,辦公,2,2,53.76,0.0,0.0,0.0,19,28,49000.0
大坪數店面#適合健身房私人招待所餐酒館,台中市北屯區文心路四段,北屯區,文心路四段,店面,6,1,100.0,0.0,0.0,0.0,-1,8,55000.0
格局方正朝南好視野好運用周邊車惠好租,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,31.7,0.0,0.0,0.0,20,26,33500.0
中科水崛頭市場旁優質樓店隨時可看,台中市西屯區西屯路三段159巷,西屯區,西屯路三段,店面,8,1,28.21,0.0,0.0,0.0,1,15,30000.0
*北區*格局方正有隔間美商辦,台中市北區華美西街一段,北區,華美西街一段,辦公,2,2,46.5,0.0,0.0,0.0,11,12,43830.0
西區商辦中港通商大空間近勤美吳柔霏,台中市西區臺灣大道二段186號,西區,臺灣大道二段,辦公,5,2,60.0,0.0,0.0,0.0,3,25,32538.0
全新店面☘1樓+後倉庫☘超大坪數使用☘快,台中市北區南京東路二段,北區,南京東路二段,店面,2,1,32.0,0.0,0.0,0.0,1,5,19000.0
#北屯#🔥可營登戶籍透天倉庫五車🔥,台中市北屯區大連北街24巷,北屯區,大連北街,辦公,6,2,80.0,5.0,2.0,4.0,1,5,42000.0
▲文心捷運線▲88坪商辦▲坡道雙平車,台中市西屯區文心路三段,西屯區,文心路三段,辦公,8,2,87.8,0.0,0.0,0.0,6,12,70300.0
漢口路餐飲戰區店面,台中市西屯區漢口路二段,西屯區,漢口路二段,店面,8,1,34.0,0.0,0.0,0.0,1,1,34000.0
小紀-【機捷好事多✨店面✨辦公室✨倉庫】,台中市北屯區敦富五街,北屯區,敦富五街,店面,6,1,90.0,0.0,0.0,0.0,1,2,61000.0
"西區明亮65坪大店面,可營登",台中市西區民權路,西區,民權路,店面,5,1,65.0,0.0,0.0,0.0,4,4,35000.0
超秒殺辦公廳●中國醫中友商圈●營登報稅,台中市北區崇德路一段,北區,崇德路一段,辦公,2,2,60.0,0.0,0.0,0.0,11,12,37499.0
北區黃金路口大商辦一層一戶附大露臺,台中市北區中清路一段,北區,中清路一段,辦公,2,2,70.0,0.0,0.0,0.0,3,13,60900.0
國民運動中心對面⚡辦公室含稅可營登管理員,台中市北區崇德路一段156號,北區,崇德路一段,辦公,2,2,60.0,0.0,0.0,0.0,11,11,37500.0
西屯重慶國小旁店面分租，正對面小7,台中市西屯區漢成四街,西屯區,漢成四街,店面,8,1,16.0,0.0,0.0,0.0,1,7,12000.0
💮龍每好宅💮~解鎖審計新村店面透天,台中市西區民生路,西區,民生路,店面,5,1,80.0,0.0,0.0,0.0,1,4,50000.0
嶺東店面24000元,台中市南屯區保安八街,南屯區,保安八街,店面,7,1,20.0,0.0,0.0,0.0,1,12,24400.0
超級大辦公室出租🔥24管理⭐含稅價⭐搶,台中市北區崇德路一段,北區,崇德路一段,辦公,2,2,63.2,0.0,0.0,0.0,11,12,37499.0
💜共有商辦可營登或租借辦公室專人管理,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,7.0,0.0,0.0,0.0,17,20,16000.0
中工三路，熱鬧地段2層透店，稀有釋出,台中市西屯區福安七街,西屯區,福安七街,店面,8,1,37.28,0.0,0.0,0.0,1,2,25000.0
三層透天(辦公/倉庫佳),台中市南屯區向心路68巷,南屯區,向心路,辦公,7,2,18.0,0.0,0.0,0.0,1,3,28000.0
邊間一樓店面+地下一樓，使用建坪約30坪/近市場,台中市北區中華西街101號,北區,中華西街,店面,2,1,28.0,0.0,0.0,1.0,1,3,18000.0
"黎明商圈,大空間辦公室",台中市南屯區黎明路二段,南屯區,黎明路二段,辦公,7,2,35.0,3.0,0.0,1.0,2,5,30000.0
可營登❤超大辦公大樓~電梯管理員,台中市北區崇德路一段,北區,崇德路一段,辦公,2,2,60.0,0.0,0.0,0.0,11,11,37500.0
科博館面園道露臺百坪商業辦公室,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,139.0,0.0,0.0,0.0,5,13,77743.0
太順路1至4樓透天店面寬5米2兼住家,台中市北屯區太順路,北屯區,太順路,店面,6,1,81.0,0.0,0.0,0.0,1,4,42000.0
專任獨家委託，漂亮角間－專營商辦華府房屋,台中市西屯區市政路,西屯區,市政路,辦公,8,2,82.69,0.0,0.0,0.0,7,29,78556.0
新光三越秋紅谷✿七期辦公首選－華府房屋,台中市西屯區市政北七路,西屯區,市政北七路,辦公,8,2,67.27,0.0,0.0,0.0,8,28,65925.0
曾意婷誠租惠來國小旁大地坪邊間透天,台中市西屯區洛陽南街1號,西屯區,洛陽南街,店面,8,1,80.0,0.0,0.0,0.0,1,3,48000.0
中山醫店面辦公工作室出租,台中市南區樹義一巷,南區,樹義一巷,店面,3,1,13.0,0.0,0.0,0.0,1,4,17000.0
🍎金店面#可當工作室#禁餐飲油煙,台中市北屯區軍功路二段,北屯區,軍功路二段,店面,6,1,15.0,0.0,0.0,0.0,1,6,18000.0
搶手西屯路上近水崛頭市場,台中市西屯區西屯路三段,西屯區,西屯路三段,店面,8,1,46.61,0.0,2.0,2.0,1,16,60000.0
創業金店客源豐富,台中市北屯區大連路三段,北屯區,大連路三段,店面,6,1,18.0,0.0,0.0,0.0,1,8,18000.0
樓店1+2樓❦大面寬❦大三房含車位❦,台中市西屯區青海路二段,西屯區,青海路二段,店面,8,1,37.0,0.0,0.0,0.0,1,2,41110.0
和平國小旁✨金店面,台中市南區復興北路,南區,復興北路,店面,3,1,50.0,0.0,0.0,0.0,1,2,60000.0
#北屯＃店面#交通便利＃汽車位可租,台中市北屯區崇德二路一段157巷,北屯區,崇德二路一段,店面,6,1,15.0,1.0,1.0,1.0,1,1,11000.0
築創🆄1+2樓店✪南屯◆豐樂公園/秀泰,台中市南屯區文心南三路,南屯區,文心南三路,店面,7,1,50.0,0.0,0.0,0.0,1,4,60000.0
透店餐飲可🪴面寬6米前庭後花園(多圖),台中市西屯區惠中路,西屯區,惠中路,店面,8,1,50.0,0.0,0.0,0.0,1,2,45000.0
公益商圈正美村路面寬熱鬧吃市賺錢店面,台中市西區美村路一段,西區,美村路一段,店面,5,1,88.0,0.0,0.0,0.0,1,4,60000.0
邊間店面好停車五權南路旁一樓+地下室,台中市南區五權南路295巷2號,南區,五權南路,店面,3,1,35.0,0.0,0.0,0.0,1,5,18800.0
文心河南交叉口.超大坪數商辦.超稀有,台中市西屯區文心路三段,西屯區,文心路三段,辦公,8,2,40.0,0.0,0.0,0.0,5,13,28500.0
民權路金透店,台中市中區民權路,中區,民權路,店面,1,1,34.99,0.0,0.0,0.0,1,2,55000.0
全新整理-正三民路上海銀行市中心商辦,台中市中區三民路二段,中區,三民路二段,辦公,1,2,23.02,0.0,0.0,0.0,8,12,21650.0
近篤行路科博綠園道10米路透店！,台中市北區育德路153號,北區,育德路,店面,2,1,40.0,0.0,0.0,0.0,1,2,36000.0
一中體院旁面校園首排美面寬電梯透店全家旁,台中市東區力行路,東區,力行路,店面,4,1,70.0,0.0,0.0,0.0,1,3,49800.0
南屯捷運站旁角間店面,台中市南屯區文心路一段,南屯區,文心路一段,店面,7,1,27.71,0.0,0.0,0.0,1,14,36638.0
台灣大道活動場地/會議室時段租借,台中市西屯區台灣大道二段747號,西屯區,台灣大道二段,辦公,8,2,12.0,0.0,0.0,0.0,1,5,3000.0
台灣大道/全新裝潢辦公室,台中市西屯區台灣大道二段747號,西屯區,台灣大道二段,辦公,8,2,4.0,0.0,0.0,0.0,1,5,8000.0
嶺東店面-車位可租,台中市南屯區保安八街,南屯區,保安八街,店面,7,1,20.0,1.0,1.0,1.0,1,7,24400.0
朝馬旁邊辦公大樓林立1樓後面倉庫出租,台中市西屯區台灣大道3巷1弄522號,西屯區,台灣大道,辦公,8,2,15.0,0.0,0.0,0.0,1,4,12000.0
想要贏在起跑點站在巨人肩膀上的行動辦公室,台中市西區台灣大道二段239號,西區,台灣大道二段,辦公,5,2,3.0,0.0,0.0,0.0,10,19,2100.0
正福康路可店面辨公住家合一高CP值適長租,台中市西屯區福康路,西屯區,福康路,店面,8,1,95.0,0.0,0.0,0.0,1,4,80000.0
❤雙12狂殺❤第一個月只要$1212起,台中市西區忠明南路237號,西區,忠明南路,辦公,5,2,8.0,0.0,0.0,0.0,9,12,16000.0
忠明路大店面～大潤發隔壁,台中市北區忠明路,北區,忠明路,店面,2,1,80.0,0.0,0.0,0.0,1,1,58000.0
❤黃金店面❤可飲料店❤美甲美睫業❤可營登,台中市南區台中路,南區,台中路,店面,3,1,15.0,0.0,0.0,0.0,1,2,28000.0
#捷運文心崇德站🌈崇德北平熱鬧商圈蛋黃區店面,台中市北屯區文昌東四街,北屯區,文昌東四街,店面,6,1,26.47,3.0,2.0,2.0,1,5,33800.0
❤1+B1黃金店面❤大坪數❤不限行業別❤,台中市西屯區重慶路,西屯區,重慶路,店面,8,1,18.0,0.0,0.0,0.0,1,7,20000.0
捷運豐樂公園站🌈適辦公店面🌈好停車,台中市南屯區文心南三路,南屯區,文心南三路,店面,7,1,54.0,0.0,0.0,0.0,2,4,60000.0
❖附傢俱隔間❖僅此一戶❖有平車❖,台中市西屯區市政北七路,西屯區,市政北七路,辦公,8,2,69.43,0.0,0.0,0.0,9,28,68040.0
🍺富築🍺角間店面🍺無油煙🍺超醒目,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,20.0,0.0,0.0,0.0,1,1,40000.0
京城樓店(R10),台中市南區學府路,南區,學府路,辦公,3,2,27.88,1.0,0.0,1.0,-1,18,18000.0
北區中清路寬大美商辦,台中市北區中清路一段,北區,中清路一段,辦公,2,2,112.0,0.0,0.0,0.0,9,20,63000.0
廣三百貨旁黃金美店,台中市西區華美街498巷,西區,華美街,店面,5,1,52.0,0.0,0.0,0.0,1,11,75000.0
專簽🎀正文心路文心森林公園1+2樓店住,台中市南屯區文心路一段,南屯區,文心路一段,店面,7,1,40.0,0.0,0.0,0.0,1,23,36980.0
漢口路二段黃金店面只要35000,台中市西屯區漢口路二段,西屯區,漢口路二段,店面,8,1,33.0,0.0,0.0,0.0,1,4,35000.0
西區教育大學🌸會賺錢的店面🉑營登,台中市西區民生路,西區,民生路,店面,5,1,22.0,0.0,0.0,0.0,1,5,30000.0
店面達人一中商圈雙店面,台中市北區錦南街,北區,錦南街,店面,2,1,25.0,0.0,0.0,0.0,1,4,80000.0
台灣大道A辦┃格局方正，好規劃☎華府房屋,台中市北區台灣大道二段,北區,台灣大道二段,辦公,2,2,75.99,0.0,0.0,0.0,16,28,68391.0
自由路商圈1樓邊間店面~停車場對面,台中市中區自由路二段21號,中區,自由路二段,店面,1,1,60.0,1.0,1.0,1.0,1,9,28000.0
精誠路中港商圈獨棟辦公室,台中市西區精誠路,西區,精誠路,辦公,5,2,50.0,0.0,0.0,0.0,8,8,31500.0
世貿東海工業區，1+2樓黃金角店,台中市西屯區中工二路,西屯區,中工二路,辦公,8,2,30.0,0.0,0.0,0.0,4,5,16500.0
美術館特區吃市店面-群義房屋張三丰,台中市西區五權七街,西區,五權七街,店面,5,1,35.39,0.0,0.0,0.0,1,9,30000.0
精誠商圈。格局方正@專營商辦華府房屋,台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,68.78,0.0,0.0,0.0,8,12,48146.0
正精誠路大墩五街5樓透店出租,台中市西區精誠路,西區,精誠路,店面,5,1,74.0,0.0,0.0,0.0,1,5,52000.0
正公園路中華夜市20米路寬透天店面,台中市中區公園路,中區,公園路,店面,1,1,60.0,0.0,0.0,0.0,1,3,37000.0
黃金店面❤可餐飲❤營業登記❤超秒殺,台中市北區中清路一段,北區,中清路一段,店面,2,1,23.0,0.0,0.0,0.0,1,1,30000.0
ze秒殺店面，慢來可惜,台中市南屯區文心南五路,南屯區,文心南五路,店面,7,1,30.0,0.0,0.0,0.0,1,4,38000.0
文心龍族旁14坪免管辦公12500元,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,14.0,0.0,0.0,0.0,4,6,12500.0
北屯好市多全新店面-櫻花巨人,台中市北屯區南興北三路,北屯區,南興北三路,店面,6,1,39.91,0.0,0.0,0.0,1,15,55441.0
