addr,district,road,description,area,room,bath,dinning,obj_type,which_floor,total_floor,mgnt_fee,rent_fee
台中市北區南京東路二段,北區,南京東路二段,全新店面☘1樓+後倉庫☘超大坪數使用☘快,32.0,0.0,0.0,0.0,店面,1,5,無,19000.0
台中市西屯區國安二路,西屯區,國安二路,西屯💭全新完工💭飯店式管理,8.0,1.0,1.0,0.0,獨立套房,5,9,"1,000元/月",14500.0
台中市西屯區文心路三段,西屯區,文心路三段,世界之星🌟飯店式管理只管入住,15.0,1.0,1.0,0.0,獨立套房,14,26,"1,907元/月",18000.0
台中市北屯區文心路四段288號,北屯區,文心路四段,巴黎第六區/峇里島風角間大兩房/崇德商圈,30.0,2.0,2.0,1.0,整層住家,9,22,"2,750元/月",26000.0
台中市北屯區大連北街24巷,北屯區,大連北街,#北屯#🔥可營登戶籍透天倉庫五車🔥,80.0,5.0,4.0,2.0,辦公,1,5,無,42000.0
台中市北屯區松順一街,北屯區,松順一街,🏡北屯社宅.大坪數電梯4房含平車,49.99,4.0,2.0,2.0,整層住家,3,12,"2,825元/月",26000.0
台中市南屯區豐富路300巷,南屯區,豐富路,★專任★豐樂捷運好市多度假六房別墅,87.95,6.0,4.0,2.0,整層住家,1,4,,35000.0
台中市西屯區福瑞街,西屯區,福瑞街,降價了-中科小資族四房（管理費屋主付）,36.93,4.0,2.0,2.0,整層住家,14,15,無,21500.0
台中市南區建成路1713巷,南區,建成路,社會住宅🌳近中興大明亮優2房🌳可租補,9.45,2.0,1.0,2.0,整層住家,6,13,602元/月,10500.0
台中市北屯區南京東路三段12巷,北屯區,南京東路三段,🌟大間秒殺套房🌟全新完工🌟獨洗曬,8.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",10999.0
台中市西屯區福上巷,西屯區,福上巷,🎀陽台🎀沙發🎀一房一廳🎀新裝潢,16.0,1.0,1.0,0.0,獨立套房,1,3,"1,000元/月",11000.0
台中市北區三民路三段,北區,三民路三段,可寵★正隔間大一房一廳★台水電★近商圈,25.0,1.0,1.0,1.0,整層住家,6,12,"2,000元/月",18000.0
台中市東區台中路,東區,台中路,房東自租正一房一廳一衛一陽台,10.0,1.0,1.0,0.0,獨立套房,3,4,無,13000.0
台中市西屯區逢甲路20巷37號,西屯區,逢甲路,逢甲金鑽.屋主自租.有陽台.含管理費,7.0,1.0,1.0,0.0,獨立套房,3,6,,7000.0
台中市西屯區國安一路,西屯區,國安一路,西屯區🔥三房採光佳🔥可寵🔥,24.0,3.0,2.0,2.0,整層住家,11,12,"2,000元/月",20000.0
台中市南區仁義街50巷,南區,仁義街,興大全新整理超美雅房限!租女性,4.0,1.0,0.0,0.0,雅房,2,3,,4000.0
台中市北區中清路一段,北區,中清路一段,台電🏀管理員✅捷運✅陽台獨洗✅流理台,12.6,1.0,1.0,0.0,獨立套房,3,12,無,11000.0
台中市北區三民路三段,北區,三民路三段,可寵可工作室💥台水台電正一房一廳,25.0,1.0,1.0,1.0,整層住家,6,14,"2,000元/月",18000.0
台中市西屯區中平路,西屯區,中平路,樓中樓✅水湳市場✅中國醫✅小廚房✅獨洗曬,12.6,1.0,1.0,0.0,獨立套房,5,6,"1,000元/月",9999.0
台中市北屯區大連北街14巷,北屯區,大連北街,⚡富築⚡採光通風⚡獨洗曬⚡可貓⚡子母車⚡,9.0,1.0,1.0,0.0,獨立套房,2,3,500元/月,7999.0
台中市西屯區福上巷,西屯區,福上巷,逢甲✨全新獨洗套房🌈含水、網路、機車位,12.0,1.0,1.0,0.0,獨立套房,2,3,無,12000.0
台中市北區大義街,北區,大義街,🌈日系質感溫馨套房⭐首月租金半價,14.0,1.0,1.0,1.0,整層住家,5,5,"1,000元/月",12500.0
台中市北屯區東山路一段140巷,北屯區,東山路一段,💒免仲💟全新💟開發票、可入籍,9.0,1.0,1.0,0.0,獨立套房,2,5,無,13800.0
台中市北區中清路一段,北區,中清路一段,漢口商圈💓天津商圈💓中清路,7.0,1.0,1.0,0.0,獨立套房,4,5,,7000.0
台中市北區美德街46號,北區,美德街,🎀全新裝修🎀生活機能便利🎀快下手,12.0,1.0,1.0,0.0,獨立套房,3,7,,9200.0
台中市西屯區至善路,西屯區,至善路,逢甲至善路西屯路套房水電超商獨繳,8.7,1.0,1.0,0.0,獨立套房,10,11,,8100.0
台中市西屯區福星路,西屯區,福星路,一房一廳★可寵★有廚房★近中國醫水湳校區,12.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",8500.0
台中市西屯區文心路三段,西屯區,文心路三段,▲文心捷運線▲88坪商辦▲坡道雙平車,87.8,0.0,0.0,0.0,辦公,6,12,10500元/月,59800.0
台中市西屯區漢口路二段,西屯區,漢口路二段,漢口路餐飲戰區店面,34.0,0.0,0.0,0.0,店面,1,1,,34000.0
台中市北區大義街,北區,大義街,🌈合租首選🌈近一中、家俱全配5房,26.3,5.0,2.0,,住宅,5,5,,15000.0
台中市南屯區大墩路,南屯區,大墩路,五期雙捷運宅，優質社區3+1房平面,55.0,4.0,2.0,2.0,整層住家,10,15,"2,538元/月",38000.0
台中市西區民生路,西區,民生路,伊格小黑社宅西區教育大學台水電可租補,8.0,1.0,1.0,0.0,獨立套房,17,22,793元/月,7200.0
台中市北區英才路256號,北區,英才路,科博館三房~室內42坪+休旅車位~景觀戶,42.0,3.0,2.0,2.0,整層住家,13,14,,33800.0
台中市西屯區漢口路二段2號,西屯區,漢口路二段,💓漢口國中💓漢口商圈💓市政捷運站,6.0,1.0,1.0,0.0,獨立套房,3,4,,7500.0
台中市東區練武路293巷,東區,練武路,💓獨立套房💓一中商圈💓新時代廣場,6.0,1.0,1.0,0.0,獨立套房,1,3,,6000.0
台中市北屯區水湳路,北屯區,水湳路,時尚美宅✨獨洗陽台子母車✨可租補衛浴開窗,12.0,1.0,1.0,0.0,獨立套房,3,6,800元/月,11999.0
台中市西屯區逢甲路90巷,西屯區,逢甲路,⭐超美採光❤️逢甲首選❤️小資看過來,11.0,1.0,1.0,0.0,獨立套房,3,5,"1,001元/月",6999.0
台中市北區忠明路502號,北區,忠明路,中國醫★時尚精美裝潢★採光通風好~含車位,26.0,3.0,2.0,2.0,整層住家,8,12,"2,000元/月",26000.0
台中市北區文祥街,北區,文祥街,電梯★台電計費~陽台獨洗★子母車★,12.0,1.0,1.0,0.0,獨立套房,1,6,"1,000元/月",10299.0
台中市西屯區中工二路51號,西屯區,中工二路,免仲介費安靜.安全.台中工業區世貿美套房,6.0,1.0,1.0,0.0,獨立套房,4,5,無,5000.0
台中市西區向上北路,西區,向上北路,鄰勤美誠品綠園道科博館美術館車位另租,26.33,2.0,1.0,2.0,整層住家,9,9,"2,200元/月",25000.0
台中市北區三民路三段,北區,三民路三段,💥大💥正一房一廳💥可寵💥,22.0,1.0,1.0,1.0,整層住家,6,13,"2,000元/月",18000.0
台中市南區濟世街,南區,濟世街,找質感趕快來🧡全棟僅此一間🧡便宜大碗,10.0,1.0,1.0,0.0,獨立套房,5,7,"1,001元/月",8999.0
台中市西屯區長安路二段,西屯區,長安路二段,小資必看⭐近捷運站⭐衛浴開窗⭐木質地板⭐,8.64,1.0,1.0,0.0,獨立套房,3,6,500元/月,6000.0
台中市西屯區國安二路,西屯區,國安二路,💥多戶可選💥另有一房💥可供車位出租,20.0,2.0,1.0,2.0,整層住家,5,9,,15500.0
台中市北區三民路三段,北區,三民路三段,🐈可寵✨絕美正一房超大質感美宅水電帳單,25.75,1.0,1.0,1.0,整層住家,6,13,"2,000元/月",18000.0
台中市西屯區福星路,西屯區,福星路,🦄西屯秒殺🦄近逢甲🦄高CP值,12.0,1.0,1.0,0.0,獨立套房,3,6,,9500.0
台中市西屯區上明三街,西屯區,上明三街,中港世紀紅社會住宅免仲介費A687,15.0,2.0,1.0,1.0,整層住家,4,14,"1,000元/月",17000.0
台中市南區崇倫街66巷,南區,崇倫街,南區中山醫兩房+機械車位家俱,22.0,2.0,2.0,2.0,整層住家,5,5,無,26000.0
台中市北屯區松竹五路一段,北屯區,松竹五路一段,頂級建商質感社區⧩戶數極少家庭首選,23.0,2.0,1.0,2.0,整層住家,3,12,"2,400元/月",21999.0
台中市南屯區大墩十一街,南屯區,大墩十一街,超大3+1房❤️高樓❤️平車❤️IKEA,50.0,3.0,2.0,2.0,整層住家,13,15,"5,000元/月",69999.0
台中市南屯區黎明路一段1086巷,南屯區,黎明路一段,🌈方圓百里沒對手🌟可寵物🌟陽台洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,"1,500元/月",14000.0
台中市西區華美西街一段33號,西區,華美西街一段,❤台水台電❤電梯❤管理員❤獨洗曬大套房❤,10.0,1.0,1.0,0.0,獨立套房,6,12,500元/月,7999.0
台中市西屯區湳仔巷,西屯區,湳仔巷,💓可寵套房💓台水台電💓逢甲商圈,7.0,1.0,1.0,0.0,獨立套房,2,5,,6000.0
台中市西屯區惠來路三段,西屯區,惠來路三段,❗新光遠百⭐惠宇3房⭐可全配⭐機械平移,32.0,3.0,2.0,2.0,整層住家,4,14,"3,320元/月",36000.0
台中市東區南京路,東區,南京路,2022年全新裝修完工，南京路獨立套房,10.0,1.0,1.0,0.0,獨立套房,3,5,無,12000.0
台中市西屯區福星路,西屯區,福星路,👍全新裝潢👍採光佳👍逢甲商圈,10.0,1.0,1.0,0.0,獨立套房,5,7,,7000.0
台中市南屯區河南路四段,南屯區,河南路四段,全新整理潘朵拉獨立大套房出租近七期公益路,11.1,1.0,1.0,0.0,獨立套房,4,10,888元/月,8000.0
台中市北屯區敦富五街,北屯區,敦富五街,小紀-【機捷好事多✨店面✨辦公室✨倉庫】,90.0,0.0,0.0,0.0,店面,1,2,,61000.0
台中市東區精武東路,東區,精武東路,🍎浩瀚MVP黃金樓店全新大面寬雙車🍎,53.7,0.0,0.0,0.0,店面,1,3,,100000.0
台中市西屯區國安一路160號,西屯區,國安一路,中科~美麗優質套房~台水台電,11.0,1.0,1.0,0.0,獨立套房,3,15,700元/月,8500.0
台中市西屯區惠中路一段,西屯區,惠中路一段,國家歌劇院★愛敦閣高樓層★環境優美,65.0,3.0,2.0,2.0,整層住家,15,29,"5,000元/月",47000.0
台中市北區北興街192巷,北區,北興街,搶先預訂⚡系統裝潢⚡陽台⚡室內機車,11.3,1.0,1.0,0.0,獨立套房,5,7,"1,000元/月",6999.0
台中市南區和昌街,南區,和昌街,物超所值💥陽台獨洗💥廚房室內機車位,10.0,0.0,0.0,0.0,車位,6,7,"1,000元/月",8600.0
台中市北屯區大連路一段54巷14號,北屯區,大連路一段,新電套@台水台電大收納@極致裝潢陽台洗曬,12.0,1.0,0.0,1.0,整層住家,2,4,無,15000.0
台中市西屯區福中二街,西屯區,福中二街,🌟工業區🌟陽台獨洗🌟電梯高CP🌟,12.0,1.0,1.0,0.0,獨立套房,3,5,無,9000.0
台中市南區五權南路,南區,五權南路,⭐全新套房❤️陽台獨洗❤️衛浴開窗❤️,13.0,1.0,1.0,0.0,獨立套房,2,8,"1,001元/月",10799.0
台中市西區民權路,西區,民權路,"西區明亮65坪大店面,可營登",65.0,0.0,0.0,0.0,店面,4,4,,35000.0
台中市北區崇德路一段,北區,崇德路一段,超秒殺辦公廳●中國醫中友商圈●營登報稅,60.0,0.0,0.0,0.0,辦公,11,12,2500元/月,34999.0
台中市北區中清路一段,北區,中清路一段,北區黃金路口大商辦一層一戶附大露臺,70.0,0.0,0.0,0.0,辦公,3,13,5900元/月,55000.0
台中市西屯區西屯路三段,西屯區,西屯路三段,全新17坪空間丨陽台獨洗丨機車位,17.45,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",8999.0
台中市北屯區國強街,北屯區,國強街,電梯獨洗陽台✨超大間✨小資族最愛✨子母車,10.0,1.0,1.0,0.0,獨立套房,3,7,"1,000元/月",7500.0
台中市西屯區精明二街,西屯區,精明二街,陽台獨洗丨子母車丨機車位,16.46,1.0,1.0,0.0,獨立套房,3,6,"1,000元/月",11997.0
台中市西屯區逢甲路,西屯區,逢甲路,可報稅+租補丨採光好丨近逢甲,10.56,1.0,1.0,0.0,獨立套房,3,6,"1,000元/月",5999.0
台中市北屯區中清路二段,北屯區,中清路二段,陽台獨洗丨全新17坪丨汽車位,17.45,1.0,1.0,0.0,獨立套房,4,6,"1,000元/月",11499.0
台中市西屯區皇城街97巷,西屯區,皇城街,⭐可報稅❤️陽台獨洗❤️衛浴開窗❤️別墅,15.0,1.0,1.0,0.0,獨立套房,4,5,"1,001元/月",11499.0
台中市南屯區東興西街,南屯區,東興西街,南屯店住🔅CP值最高🔅可寵,25.0,1.0,1.0,1.0,整層住家,1,15,300元/月,18000.0
台中市北區崇德路一段,北區,崇德路一段,黃金住辦✅營登✅現況出租✅台水電梯管理員,60.0,0.0,0.0,0.0,住宅、辦公,11,15,2500元/月,34999.0
台中市西區精誠路,西區,精誠路,景觀圓夢園,38.18,2.0,2.0,2.0,住宅,11,12,"$2,109元(已含租金內)",27000.0
台中市南區國光路,南區,國光路,全新完工可寵物陽台獨洗曬沙發採光,12.0,1.0,1.0,1.0,整層住家,4,6,"1,000元/月",11000.0
台中市西屯區環中路二段,西屯區,環中路二段,行情最低價✨可寵大兩房✨傢俱全配✨平車位,25.0,2.0,1.0,1.0,整層住家,22,29,"2,001元/月",22999.0
台中市南屯區干城街,南屯區,干城街,2人3餐4季💖台水電浴缸3房💖雙車位,60.0,3.0,2.0,2.0,整層住家,16,20,"5,000元/月",36999.0
台中市南屯區嶺東南路,南屯區,嶺東南路,嶺東大學⚡️全新未住兩房➕️平車位台水電,18.96,2.0,2.0,2.0,整層住家,3,15,無,22000.0
台中市東區大智路,東區,大智路,稀有可神明三房★可乖寵★租補★大智國小,35.0,3.0,2.0,2.0,整層住家,10,13,"3,266元/月",28000.0
台中市西屯區華夏巷西五弄55巷3號,西屯區,華夏巷西五弄,逢甲學府天廈,6.0,1.0,1.0,0.0,獨立套房,5,6,,7500.0
台中市南屯區大同街13巷,南屯區,大同街,南屯10坪大套房/近美術館/五權西東興路,10.0,1.0,1.0,0.0,分租套房,1,3,,9000.0
台中市南區南門路5巷,南區,南門路,南門路/近中興大學/生活機能佳/便宜套房,5.0,1.0,1.0,0.0,分租套房,2,4,,4500.0
台中市西區中興街,西區,中興街,"*室內大車位*勤美&廣三,草悟道",10.0,0.0,0.0,0.0,車位,--,0,,4000.0
台中市北區五常街,北區,五常街,⭐歐夏蕾⭐樓中樓兩房⭐汽車位⭐台水電快搶,32.0,2.0,1.0,2.0,整層住家,3,13,"1,780元/月",17999.0
台中市北屯區松竹路二段,北屯區,松竹路二段,可租補🌟近崇德商圈🌟全新2房含平車管,25.0,2.0,1.0,2.0,整層住家,4,12,"3,000元/月",26000.0
台中市北區崇德路一段156號,北區,崇德路一段,國民運動中心對面⚡辦公室含稅可營登管理員,60.0,0.0,0.0,0.0,辦公,11,11,2500元/月,35000.0
台中市北區漢口路四段,北區,漢口路四段,秒殺丨台水🌼台電丨獨洗曬,18.38,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",9999.0
台中市北區梅川東路三段62巷,北區,梅川東路三段,陽台獨洗丨全新整理丨機車位,14.63,1.0,1.0,0.0,獨立套房,6,8,"1,000元/月",11499.0
台中市南屯區大觀路,南屯區,大觀路,租7期社區型雙車庫別墅,70.0,5.0,3.0,2.0,整層住家,1,5,"7,500元/月",70000.0
台中市北區五權路352巷,北區,五權路,陽台獨洗丨全新電梯整理丨子母車,12.55,1.0,1.0,0.0,獨立套房,6,8,"1,000元/月",9499.0
台中市東區長福東街,東區,長福東街,全新💖樓中樓.台水電.管理員.陽台獨洗,16.0,1.0,1.0,1.0,整層住家,4,5,"1,500元/月",15999.0
台中市北屯區太原路三段,北屯區,太原路三段,總太聚作＃景賢路＃全新含平車＃傢俱齊全❤,25.0,2.0,1.0,2.0,整層住家,4,15,"2,500元/月",22500.0
台中市西屯區漢成四街,西屯區,漢成四街,西屯重慶國小旁店面分租，正對面小7,16.0,0.0,0.0,0.0,店面,1,7,,12000.0
台中市中區中華路一段,中區,中華路一段,台水台電～浪漫樓中樓景觀美套房～,13.0,1.0,1.0,1.0,住宅,10,19,,10000.0
台中市北區太原八街,北區,太原八街,一大套，獨洗獨曬，光線充足，垃圾子母車,13.0,1.0,1.0,0.0,分租套房,3,4,,15500.0
台中市西屯區台灣大道二段747號,西屯區,台灣大道二段,黃金地段營登年繳只要2100元/月,1.0,0.0,0.0,0.0,辦公,1,5,,2100.0
台中市南屯區五權西路二段,南屯區,五權西路二段,C🌳近捷運站大面寬超大坪數空間⭐,900.0,0.0,0.0,0.0,住宅,1,1,,460000.0
台中市西區向上南路一段,西區,向上南路一段,圓滿劇場優質大地坪店面,39.0,0.0,0.0,0.0,店面,1,4,,100000.0
台中市北區三民路二段,北區,三民路二段,可貓兩房💖家具電全配💖陽台流理臺,16.0,2.0,1.0,1.0,整層住家,3,4,500元/月,16000.0
台中市中區台灣大道一段141巷,中區,台灣大道一段,中科大❤一中❤火車站❤獨洗陽台❤超便宜❤,10.0,1.0,1.0,0.0,獨立套房,2,4,"1,000元/月",7500.0
台中市西區民生路,西區,民生路,💮龍每好宅💮~解鎖審計新村店面透天,80.0,0.0,0.0,0.0,店面,1,4,無,50000.0
台中市北區三民路三段,北區,三民路三段,北區中國醫大三房+車位,38.0,3.0,2.0,2.0,整層住家,7,7,,28000.0
台中市南屯區保安八街,南屯區,保安八街,嶺東店面24000元,20.0,0.0,0.0,0.0,店面,1,12,400元/月,24000.0
台中市北屯區敦富一街,北屯區,敦富一街,💖合租首選💖現況兩房超大落地窗,20.0,2.0,1.0,1.0,整層住家,11,15,"2,000元/月",24000.0
台中市南屯區文心南三路,南屯區,文心南三路,店辦住機能屋,100.0,0.0,0.0,0.0,住宅、辦公,1,5,2000元/月,60000.0
台中市南屯區五權西路二段464巷,南屯區,五權西路二段,五權西路/全新210坪米面寬大店面,210.0,0.0,0.0,0.0,店面,1,3,,250000.0
台中市南屯區大墩十一街,南屯區,大墩十一街,超大間3+1房💖家具電全配💖黃金地段,42.0,4.0,2.0,2.0,整層住家,13,15,"3,000元/月",70000.0
台中市北區文昌東六街,北區,文昌東六街,漢口崇德商圈優質1房1廳1衛1陽台,13.0,1.0,1.0,0.0,獨立套房,2,4,,15000.0
台中市西屯區台灣大道四段671巷,西屯區,台灣大道四段,🍿️中港轉運站🍿️獨洗曬🍿️大空間,16.0,1.0,1.0,0.0,獨立套房,2,4,,8500.0
台中市西屯區台灣大道二段888號,西屯區,台灣大道二段,市政香榭一房一廳含管！台水電,13.0,1.0,1.0,1.0,整層住家,12,14,無,16000.0
台中市西區向上南路,西區,向上南路,近誠品、美術館、SOGO，獨洗獨曬大套房,9.0,1.0,1.0,0.0,獨立套房,4,4,,8000.0
台中市北區三民路二段,北區,三民路二段,可貓電梯✨超大快來追我✨陽台獨洗✨,16.0,1.0,1.0,0.0,獨立套房,3,6,"1,000元/月",11999.0
台中市北屯區北屯路257號,北屯區,北屯路,（鑽石全新店面）北屯路與昌平路口,85.0,0.0,0.0,0.0,店面,1,4,,190000.0
台中市北區瑞祥街,北區,瑞祥街,北區💭光線佳💭,8.0,1.0,1.0,0.0,獨立套房,3,8,,7000.0
台中市北屯區祥順一街,北屯區,祥順一街,樓中樓雙車輕屋齡四房,54.0,4.0,3.0,2.0,整層住家,7,7,,31500.0
台中市北區崇德路一段,北區,崇德路一段,秒殺近一中超新電梯✅採光陽台✅非你莫屬✅,12.0,1.0,1.0,0.0,獨立套房,6,7,"1,000元/月",6999.0
台中市北區育樂街,北區,育樂街,正兩房＠可貓咪＠平面車位,18.0,2.0,1.0,1.0,整層住家,9,22,"2,000元/月",26000.0
台中市北屯區敦富一街,北屯區,敦富一街,松竹領航找我租有驚喜！可寵質感大兩房車位,35.0,2.0,1.0,2.0,整層住家,12,13,"2,500元/月",22000.0
台中市南屯區永春路,南屯區,永春路,可文武百市🍃24米面寬大3角窗,72.0,0.0,0.0,0.0,住宅,1,2,無,69999.0
台中市南區興大路396巷59號,南區,興大路,中興大學宿舍旁公園旁電梯套房,5.0,1.0,1.0,0.0,住宅,2,5,,4000.0
台中市西屯區寶慶街50巷6號,西屯區,寶慶街,逢甲可寵超美三房~含平車,30.0,3.0,2.0,2.0,整層住家,2,14,"3,000元/月",22000.0
台中市西屯區中清路二段,西屯區,中清路二段,水湳中國醫⛅全新電梯⛅大陽台獨洗⛅可報稅,11.0,1.0,1.0,0.0,獨立套房,3,7,,10000.0
台中市西區公館路169號,西區,公館路,近便利商店車站美術館公園,4.0,1.0,1.0,0.0,獨立套房,6,7,80元/月,4700.0
台中市北區公園路162號,北區,公園路,"近萬代福,中街,日新戲院,中華夜市",5.0,1.0,1.0,0.0,獨立套房,3,3,50元/月,5000.0
台中市東區東光園路64巷39號,東區,東光園路,東光園路-全新裝潢,8.0,1.0,1.0,0.0,獨立套房,4,4,50元/月,7000.0
台中市北屯區松竹五路一段,北屯區,松竹五路一段,二房❤️家具電全配❤️平面車位,28.0,2.0,1.0,1.0,整層住家,7,13,"4,000元/月",25000.0
台中市北區雙十路一段,北區,雙十路一段,✨近中友/一房一廳/陽台獨洗/流理台,10.5,1.0,1.0,0.0,獨立套房,8,15,"1,000元/月",8500.0
台中市中區民權路,中區,民權路,秀泰.新時代✨衛浴窗✨系統裝潢✨子母車✨,11.0,1.0,1.0,0.0,獨立套房,6,8,"1,000元/月",5200.0
台中市西屯區文心路三段,西屯區,文心路三段,逢甲🔥可寵短租小孩🔥陽台獨洗落地窗,14.0,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",9499.0
台中市西屯區台灣大道三段,西屯區,台灣大道三段,房東姐姐人很好，找一個幫她顧家的好租客!,66.97,4.0,3.0,2.0,整層住家,3,28,"12,200元/月",100000.0
台中市東區大智路,東區,大智路,秀泰.新時代✨獨洗獨曬✨衛浴開窗✨子母車,11.0,1.0,1.0,0.0,獨立套房,8,9,"1,000元/月",5999.0
台中市北區三民路三段,北區,三民路三段,｜台電計費✅電梯✅沙發✅獨洗✅子母車,8.0,1.0,1.0,0.0,獨立套房,3,14,"1,000元/月",6500.0
台中市西屯區福雅路,西屯區,福雅路,🌈工程師首選🌟超秒可寵🌟正一房一廳,14.0,1.0,1.0,1.0,整層住家,3,5,"1,500元/月",15000.0
台中市南區高工路,南區,高工路,❤高級社區陽台獨洗有公設可用子母車❤,7.0,0.0,0.0,0.0,車位,4,4,"1,000元/月",8000.0
台中市西屯區櫻城三街29號,西屯區,櫻城三街,近新光三越與逢甲商圈,4.8,1.0,1.0,0.0,獨立套房,7,8,,5300.0
台中市南區忠明南路,南區,忠明南路,大安國王@個人工作室租金含電費,8.0,1.0,0.0,1.0,整層住家,21,42,,15000.0
台中市北區博館東街,北區,博館東街,❤可寵2房全配全新未住垃圾處理❤,20.0,2.0,1.0,1.0,整層住家,2,4,"1,500元/月",22000.0
台中市西區民權路22巷,西區,民權路,電梯🌸空屋🌸黃金地段🌸大坪數首選,50.0,3.0,2.0,2.0,整層住家,3,7,"2,000元/月",25499.0
台中市西屯區寶慶街50巷,西屯區,寶慶街,✨近新光遠百/3房2廳/傢俱電全配/可寵,32.0,3.0,2.0,2.0,整層住家,2,14,"2,500元/月",19999.0
台中市北區梅亭街,北區,梅亭街,可乖寵2房🌈全新完工🌈陽台採光佳,25.0,2.0,1.0,1.0,整層住家,7,9,"2,000元/月",16000.0
台中市北區中清路一段856號,北區,中清路一段,捷運站口整棟商業雙店王/群義直營吳采軒,270.0,0.0,0.0,0.0,店面,1,5,無,250000.0
台中市西區民生路135號,西區,民生路,社會住宅💯獨洗曬💯全配💯可申請補助,14.43,1.0,1.0,0.0,獨立套房,17,22,793元/月,7200.0
台中市北區榮華街21巷,北區,榮華街,北區💭光線佳💭,8.0,1.0,1.0,0.0,獨立套房,5,8,,5900.0
台中市北區三民路三段134巷,北區,三民路三段,北區💭光線佳💭,8.0,1.0,1.0,0.0,獨立套房,2,8,,12000.0
台中市中區公園路,中區,公園路,✨正一房一廳✨台水電✨獨立廚房✨子母車,13.0,1.0,1.0,0.0,獨立套房,8,10,"1,000元/月",11000.0
台中市北區日進街,北區,日進街,💫獨洗💫流理台💫精美套房💫,13.0,1.0,1.0,0.0,獨立套房,1,2,"1,000元/月",11000.0
台中市西區民生路,西區,民生路,全配3房🏠可貓狗大空間🏠高樓層採光佳,32.0,3.0,2.0,2.0,整層住家,10,16,"2,000元/月",24000.0
台中市北區崇德路一段,北區,崇德路一段,超級大辦公室出租🔥24管理⭐含稅價⭐搶,63.2,0.0,0.0,0.0,辦公,11,12,2500元/月,34999.0
台中市西屯區國安二路,西屯區,國安二路,■■中科大套房可開火乾溼分離■■,7.5,1.0,1.0,0.0,整層住家,7,9,,15500.0
台中市北區中清路一段,北區,中清路一段,北區💭光線佳💭,10.0,1.0,1.0,0.0,獨立套房,2,6,,12000.0
台中市西屯區西苑三街,西屯區,西苑三街,@限女生住@傢俱電全配@附影片@西屯電梯,13.0,1.0,1.0,0.0,獨立套房,3,7,"1,000元/月",12000.0
台中市南區忠孝路104巷,南區,忠孝路,日式塌塌米*全新套房*大平台,7.0,1.0,1.0,0.0,獨立套房,1,2,,5000.0
台中市西屯區皇城街,西屯區,皇城街,🎉衛浴開窗🎉可報稅🎉陽台獨洗,15.0,1.0,1.0,0.0,獨立套房,4,5,"1,500元/月",11000.0
台中市南屯區大光街,南屯區,大光街,文心森林公園★3改2大房★平車可另租💕,41.0,2.0,2.0,2.0,整層住家,5,24,"2,800元/月",25500.0
台中市北屯區旱溪西路三段,北屯區,旱溪西路三段,電梯大樓/環境單純/好停汽車/大空間,10.0,1.0,1.0,0.0,獨立套房,5,5,,9500.0
台中市中區民族路,中區,民族路,🎉可貓🎉可短租🎉獨洗🎉近中華路,11.0,1.0,1.0,0.0,獨立套房,4,8,"1,000元/月",8000.0
台中市東區練武路,東區,練武路,秀泰百貨🌟秒殺🌟陽台獨洗曬,10.0,1.0,1.0,0.0,獨立套房,3,6,500元/月,7500.0
台中市北屯區環太東路,北屯區,環太東路,全配傢俱☆超美價格☆先搶先贏☆全新未住☆,27.0,2.0,1.0,2.0,整層住家,4,15,"2,000元/月",22999.0
台中市東區大勇街,東區,大勇街,秒殺小資套●電梯獨洗曬●新時代火車站,9.0,1.0,1.0,0.0,獨立套房,8,9,"1,000元/月",5999.0
台中市北屯區大連路二段,北屯區,大連路二段,鉅虹森之旅✅三房平車✅傢俱全配,30.0,3.0,2.0,2.0,整層住家,11,14,"2,778元/月",28000.0
台中市西屯區文心路三段,西屯區,文心路三段,🔥文心捷運小豪宅-世界之心精緻２房平車,39.5,2.0,2.0,2.0,整層住家,12,18,無,33000.0
台中市西屯區國安二路,西屯區,國安二路,■■麥當勞築間火鍋就在家樓下■■,20.0,2.0,2.0,2.0,整層住家,6,8,,29000.0
台中市北區衛道路,北區,衛道路,❤極美2房❤電梯高樓層❤新屋歐式裝潢❤,13.0,2.0,1.0,1.0,整層住家,7,7,"1,000元/月",15000.0
台中市北區進化北路53巷1-4號,北區,進化北路,採光好通風佳交通便捷生活機能好,7.0,1.0,1.0,0.0,獨立套房,5,6,無,6500.0
台中市北屯區祥順五街,北屯區,祥順五街,崗石電梯別墅社區，六套房+大露臺,110.0,4.0,4.0,2.0,整層住家,1,4,無,69000.0
台中市西區朝陽街,西區,朝陽街,❤極美3房❤電梯透天❤歐美系統裝潢❤,20.0,3.0,1.0,1.0,整層住家,6,7,"1,500元/月",22500.0
台中市北屯區大連路二段233號,北屯區,大連路二段,鉅虹森之旅✅三房平車✅傢俱全配,30.0,3.0,2.0,2.0,整層住家,11,14,"2,775元/月",28000.0
台中市西屯區寶慶街50巷,西屯區,寶慶街,溫馨三房可養寵🔥附平面車位/全配傢俱電,30.0,3.0,2.0,2.0,整層住家,2,12,"3,000元/月",21999.0
