description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
限男便宜大間❤衛浴開窗❤免仲介費❤子母車,台中市西屯區黎明路三段302巷,西屯區,黎明路三段,獨立套房,8,1,10.0,1.0,0.0,1.0,6,6,4800.0
別墅大套房逢甲2分中科10分,台中市西屯區西安街277巷6弄27號,西屯區,西安街,獨立套房,8,1,8.0,1.0,0.0,1.0,2,3,6000.0
近一中🌸2房2衛爆便宜🌸可寵可寵物,台中市北區錦祥街54號,北區,錦祥街,整層住家,2,3,25.0,2.0,3.0,2.0,4,6,16000.0
近中科米平方、全新電梯奢華宅🔥廚房,台中市西屯區國安二路,西屯區,國安二路,整層住家,8,3,15.0,1.0,1.0,1.0,6,9,20700.0
#北屯#🔥頂級視野大空間3改2房🔥,台中市北屯區太原路三段,北屯區,太原路三段,整層住家,6,3,28.0,2.0,2.0,2.0,15,15,31000.0
近中科#飯店式管理#正兩房多間可選,台中市西屯區國安二路,西屯區,國安二路,整層住家,8,3,18.0,2.0,2.0,2.0,6,9,27000.0
逢甲、僑光學生套房出租#cp值超高,台中市西屯區上仁街,西屯區,上仁街,分租套房,8,2,6.0,1.0,0.0,1.0,5,5,3500.0
我真的很好✨可貓✨超大空間好採光台中車站,台中市西區自由路一段108巷,西區,自由路一段,獨立套房,5,1,13.5,1.0,0.0,1.0,5,7,7899.0
中醫大五義街套房,台中市北區五義街208巷,北區,五義街,獨立套房,2,1,6.0,1.0,0.0,1.0,2,4,6000.0
🌈全新裝潢✅可貓✅可報稅✅可戶籍,台中市西區五權路,西區,五權路,獨立套房,5,1,15.0,1.0,0.0,1.0,2,3,13500.0
全新家具/台水電/子母車/待收包裹/管理,台中市北屯區天津路四段,北屯區,天津路四段,獨立套房,6,1,9.0,1.0,0.0,1.0,16,24,9800.0
近中科#全新未入住飯店式管理可戶籍租補,台中市西屯區國安二路,西屯區,國安二路,獨立套房,8,1,7.5,1.0,0.0,1.0,5,9,15500.0
🎉上班族首選🎉陽台獨洗🔆,台中市北區篤行路,北區,篤行路,獨立套房,2,1,10.0,1.0,0.0,1.0,1,6,9200.0
兩房全配雙陽台超俗✨寵可談子母車電五全包,台中市北屯區旅順路一段,北屯區,旅順路一段,整層住家,6,3,15.0,2.0,1.0,1.0,2,7,19000.0
最後一間!!!全新完工獨洗獨曬套房,台中市西區忠義街7巷,西區,忠義街,獨立套房,5,1,6.0,1.0,0.0,1.0,2,6,10000.0
可貓～系統美宅✨好市多勤美✨別錯過,台中市南屯區精誠路,南屯區,精誠路,獨立套房,7,1,15.21,1.0,0.0,1.0,7,8,13499.0
🌟大2房含平車◎博識＃向上路＃黎明路,台中市南屯區河南路四段522號,南屯區,河南路四段,整層住家,7,3,24.23,2.0,1.0,1.0,4,24,32000.0
東區進化路可寵全新完工,台中市東區進化路,東區,進化路,獨立套房,4,1,12.0,1.0,0.0,1.0,3,4,15500.0
中科全新精緻秒殺可租平面車位租屋補助,台中市西屯區國安二路,西屯區,國安二路,整層住家,8,3,30.0,2.0,2.0,2.0,5,9,26999.0
💖11期#洲際#仁美學區高樓層視野佳,台中市北屯區崇德路三段699號,北屯區,崇德路三段,整層住家,6,3,30.0,3.0,2.0,2.0,17,21,35000.0
台水電/天然瓦斯/可工作室/可貓/電梯,台中市西屯區重慶路,西屯區,重慶路,整層住家,8,3,30.0,3.0,2.0,1.0,7,10,24000.0
走路到逢甲#CP爆高套房#可半年短租,台中市西屯區福上巷,西屯區,福上巷,獨立套房,8,1,5.0,1.0,0.0,1.0,3,6,3500.0
工程師首選✨電梯一房一廳樓中樓✨陽台獨洗,台中市西屯區工業區三十八路39巷,西屯區,工業區三十八路,整層住家,8,3,20.5,1.0,1.0,1.0,3,7,14999.0
🌸電梯大樓管理🌸近松竹、崇德路口,台中市北屯區松竹路二段395號,北屯區,松竹路二段,獨立套房,6,1,8.0,1.0,0.0,1.0,2,10,7700.0
新★一房一廳★電梯★陽台獨洗曬★流理台★,台中市北屯區中清路二段,北屯區,中清路二段,獨立套房,6,1,15.0,1.0,0.0,1.0,8,8,15999.0
近中國醫#全配全新未入住#乾濕分離可寵物,台中市北區五常街43巷5號,北區,五常街,整層住家,2,3,18.0,2.0,1.0,1.0,3,4,20500.0
🌈先搶先贏合法可報稅✅衛浴開窗❤✅陽台,台中市北屯區太和路一段,北屯區,太和路一段,獨立套房,6,1,12.0,1.0,0.0,1.0,3,7,7499.0
中友、一中街旁『元氣東京』套房，學區戶籍,台中市北區錦新街90巷,北區,錦新街,獨立套房,2,1,6.0,1.0,0.0,1.0,4,5,3800.0
走路中國醫｜稀有台電✅省✅沙發✅飲水機,台中市北區學士路,北區,學士路,獨立套房,2,1,8.0,1.0,0.0,1.0,3,4,6200.0
松山街大套房獨立曬洗,台中市北屯區松山街,北屯區,松山街,獨立套房,6,1,10.0,1.0,0.0,1.0,2,4,9500.0
🌈車站秀泰影城新時代✅可寵✅獨洗✅,台中市東區復興路四段,東區,復興路四段,獨立套房,4,1,13.5,1.0,0.0,1.0,10,12,8999.0
全新裝潢大兩房雙衛浴近美術館,台中市南屯區精誠路594號,南屯區,精誠路,整層住家,7,3,32.0,2.0,2.0,2.0,2,7,18200.0
家庭首選、家具齊全、有管理員、空間超大,台中市北屯區東山路一段225巷2號,北屯區,東山路一段,整層住家,6,3,32.0,3.0,2.0,2.0,12,13,21600.0
可寵大空間✅台水電✅流理台瓦斯爐雙層冰箱,台中市北區學士路,北區,學士路,整層住家,2,3,20.0,1.0,1.0,1.0,4,5,14000.0
嶺東新屋三房平車,台中市南屯區保安十街,南屯區,保安十街,整層住家,7,3,26.4,3.0,2.0,2.0,10,12,26000.0
北屯水湳經貿同榮路電梯大露台套房,台中市北屯區同榮路,北屯區,同榮路,整層住家,6,3,8.0,1.0,0.0,1.0,2,6,12500.0
兩房全新傢俱電全配平面車位,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,20.0,2.0,1.0,1.0,8,14,24000.0
大墩學區16年屋高樓層大2房視野戶,台中市南屯區黎明路二段,南屯區,黎明路二段,整層住家,7,3,19.53,2.0,2.0,1.0,13,14,23312.0
全新建案~家具店全配~精美2+1房,台中市北屯區四平路,北屯區,四平路,整層住家,6,3,22.0,3.0,2.0,1.0,3,10,24500.0
"四維國小站,台水,台電,全新裝修",台中市北屯區天津路四段303號,北屯區,天津路四段,獨立套房,6,1,6.5,1.0,0.0,1.0,16,24,9800.0
總太2020三房平車含管理費,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,20.0,3.0,2.0,1.0,5,15,25000.0
運動公園大套房.近中醫.中友,台中市北區大義街,北區,大義街,獨立套房,2,1,8.5,1.0,0.0,1.0,1,7,8800.0
可狗可貓咪~採光通風~衛浴開窗~獨洗曬,台中市西屯區台灣大道三段,西屯區,台灣大道三段,獨立套房,8,1,12.0,1.0,0.0,1.0,2,3,12000.0
一中中醫/興進園道/獨洗可伙大套#可貓,台中市北區育祥街,北區,育祥街,獨立套房,2,1,10.0,1.0,0.0,1.0,5,5,10000.0
中區🔥全新兩房🔥時光流域,台中市中區三民路二段,中區,三民路二段,整層住家,1,3,20.0,2.0,2.0,1.0,2,11,26000.0
｜中國醫✅Netfilx✅子母車✅陽台獨,台中市北區學士路,北區,學士路,獨立套房,2,1,12.0,1.0,0.0,1.0,4,8,10500.0
勤美誠品草悟道大套房一房一廳~張景勝謹慎,台中市西區美村路一段43號,西區,美村路一段,獨立套房,5,1,7.73,1.0,0.0,1.0,5,14,10000.0
社會宅.電梯套房.近逢甲台水電.免仲,台中市西屯區西安街277巷,西屯區,西安街,獨立套房,8,1,6.92,1.0,0.0,1.0,5,8,5900.0
🌵全新高樓層兩房🌵含平車管.可入戶籍,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,18.0,2.0,2.0,1.0,15,15,21000.0
高樓層全新兩房簡配含平車管,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,20.0,2.0,2.0,1.0,15,15,21000.0
中港之星大套房,台中市西區美村路一段,西區,美村路一段,住宅,5,4,12.44,1.0,1.0,1.0,3,14,14300.0
稀有台電★電梯★陽台獨洗曬★衛浴開窗★,台中市東區復興路四段,東區,復興路四段,獨立套房,4,1,10.0,1.0,0.0,1.0,6,10,8499.0
西屯生活圈♥溫馨裝潢♥格局方正♥機能便利,台中市西屯區青海路二段,西屯區,青海路二段,獨立套房,8,1,10.0,1.0,0.0,1.0,3,5,7400.0
獨立門牌非改裝套房台電電表有陽台有洗衣機,台中市中區成功路26號,中區,成功路,獨立套房,1,1,12.0,1.0,0.0,1.0,5,7,10100.0
"管理優良,居住品質良好,家長安心的宿舍",台中市南區瑞光街29號,南區,瑞光街,獨立套房,3,1,5.0,1.0,0.0,1.0,2,5,6600.0
水湳⭐台水電⭐秒殺獨洗曬⭐小資必看⭐,台中市北屯區安順東三街,北屯區,安順東三街,獨立套房,6,1,10.23,1.0,0.0,1.0,3,10,7999.0
大俊國社區景觀視野套房已可入住(仲介勿擾,台中市西屯區永福路130號,西屯區,永福路,獨立套房,8,1,11.0,1.0,0.0,1.0,1,19,10000.0
東興路二段.大墩路/一房一廳可寵免仲,台中市南屯區東興路二段,南屯區,東興路二段,獨立套房,7,1,14.0,1.0,0.0,1.0,2,5,12000.0
【全新完工】【慢活園道小豪宅】,台中市北區太原路二段,北區,太原路二段,獨立套房,2,1,12.0,1.0,0.0,1.0,2,3,9999.0
時尚北歐風♥一房一廳一陽台♥警衛管理,台中市中區三民路二段,中區,三民路二段,獨立套房,1,1,13.0,1.0,0.0,1.0,10,12,15000.0
水湳商圈.電梯獨洗陽台.子母車.任你挑選,台中市北屯區平德路,北屯區,平德路,獨立套房,6,1,10.0,1.0,0.0,1.0,2,6,11999.0
近勤美✔️子母車飲水機✔️浴室乾溼分離,台中市西區美村路一段102巷,西區,美村路一段,獨立套房,5,1,8.0,1.0,0.0,1.0,1,3,8499.0
東區秒殺💎陽台、獨洗、交通便利,台中市東區精武路,東區,精武路,獨立套房,4,1,8.0,1.0,0.0,1.0,3,4,6000.0
北區✔️秒殺釋出◎陽台獨洗✔️搶先預約,台中市北區五權路356號,北區,五權路,獨立套房,2,1,10.0,1.0,0.0,1.0,5,8,10500.0
中區✔️秒殺釋出◎陽台獨洗✔️搶先預約,台中市中區成功路,中區,成功路,獨立套房,1,1,10.0,1.0,0.0,1.0,3,5,10500.0
超質感裝潢一房一廳@新完工@北區,台中市北區中清路一段740巷,北區,中清路一段,獨立套房,2,1,13.0,1.0,0.0,1.0,3,5,16800.0
🎉衛浴乾溼分離🎉可寵🎉陽台獨洗,台中市北區文化街,北區,文化街,獨立套房,2,1,10.0,1.0,0.0,1.0,4,10,9000.0
陽台獨洗丨汽車位丨預告釋出丨搶先預約,台中市北屯區松竹路一段,北屯區,松竹路一段,獨立套房,6,1,13.68,1.0,0.0,1.0,2,8,9999.0
南區忠孝夜市*三房全配*含車管,台中市南區正氣街,南區,正氣街,整層住家,3,3,30.0,3.0,1.0,2.0,12,15,30000.0
★海洋風★高樓景觀★超大衛浴★可貓★速洽,台中市北區美德街,北區,美德街,獨立套房,2,1,10.0,1.0,0.0,1.0,10,12,7999.0
★台電計★可貓★鬧中取靜★一層兩戶★速洽,台中市西區永成街,西區,永成街,獨立套房,5,1,10.0,1.0,0.0,1.0,4,4,5599.0
★獨洗曬★可貓★衛浴開窗★便宜大間★速洽,台中市北區賴厝街,北區,賴厝街,獨立套房,2,1,10.0,1.0,0.0,1.0,6,6,5999.0
美術館園區全新裝潢，一卡皮箱即可入住,台中市西區美村路一段620巷7號,西區,美村路一段,整層住家,5,3,25.0,2.0,2.0,1.0,5,5,25000.0
破盤價1199【精明商圈美居】全新未住,台中市西區東興路三段,西區,東興路三段,獨立套房,5,1,12.0,1.0,0.0,1.0,2,5,11999.0
全新鄰近忠明南路-美村路,台中市西區五權西六街161號,西區,五權西六街,獨立套房,5,1,10.0,1.0,0.0,1.0,3,6,8500.0
自租全新家具台中市西區大坪數獨立套房,台中市西區五權八街125號,西區,五權八街,獨立套房,5,1,15.0,1.0,0.0,1.0,8,10,12800.0
中國醫藥大學旁優質公寓限學生或護理人員,台中市北區英才路217巷1弄5號,北區,英才路,整層住家,2,3,18.0,1.0,1.0,1.0,1,4,11500.0
獨立套房出租(含網路/第四台/水費),台中市北屯區進化北路106巷,北屯區,進化北路,獨立套房,6,1,5.0,1.0,0.0,1.0,2,3,6000.0
✨報稅補助～別等快搶✨陽台✨水湳太原,台中市北屯區文心路四段,北屯區,文心路四段,獨立套房,6,1,13.67,1.0,0.0,1.0,7,8,11499.0
【城市租屋】中國醫，中科大，中友，一中,台中市北區美德街,北區,美德街,住宅,2,4,6.0,1.0,0.0,1.0,5,7,5000.0
全新整理、格局方正、臨台中公園,台中市中區自由路二段135號,中區,自由路二段,整層住家,1,3,8.8,1.0,1.0,1.0,10,11,7893.0
獨洗獨曬★可貓寵★流理台★空間好大,台中市南區五權南路,南區,五權南路,獨立套房,3,1,10.0,1.0,0.0,1.0,4,4,8299.0
☘️北屯☘️3房台水電☘️秒殺物件,台中市北屯區陳平路,北屯區,陳平路,整層住家,6,3,30.0,3.0,1.0,2.0,3,10,27999.0
漂亮五星崇德巴黎大套房,台中市北屯區瀋陽路二段175號,北屯區,瀋陽路二段,獨立套房,6,1,11.0,1.0,0.0,1.0,11,14,10130.0
超大空間🌈正一房一廳🌈陽台獨洗,台中市南區興大路350巷,南區,興大路,獨立套房,3,1,18.0,1.0,0.0,1.0,2,5,10000.0
★網美等級★陽台★管理員★電梯★流理台★,台中市北區梅川西路四段,北區,梅川西路四段,獨立套房,2,1,8.8,1.0,0.0,1.0,8,10,15000.0
"近四育國中,五權站,適合小家庭,空間大",台中市南區復興路二段153號,南區,復興路二段,整層住家,3,3,25.0,2.0,1.0,1.0,5,5,8000.0
整棟全新⛅陽台獨洗⛅先選先贏⛅中科工業區,台中市西屯區順和七街,西屯區,順和七街,獨立套房,8,1,13.0,1.0,0.0,1.0,3,8,10000.0
科博館大坪數套房(長租可議),台中市北區博館路65巷9弄6號,北區,博館路,獨立套房,2,1,10.0,1.0,0.0,1.0,2,5,6500.0
一中秒殺🌕陽台獨洗🌕管理員🌕子母車,台中市北區大義街2巷,北區,大義街,獨立套房,2,1,8.0,1.0,0.0,1.0,1,7,7100.0
★台電計★可貓★一層兩戶★環境好★請把握,台中市西區永成街,西區,永成街,獨立套房,5,1,10.0,1.0,0.0,1.0,3,4,5599.0
全新正一房廳即將完工超大近一中秒殺,台中市北區五順街,北區,五順街,整層住家,2,3,15.0,1.0,1.0,1.0,3,5,13999.0
一房一廳【森活輕生活】小豪宅套房,台中市北區永興街,北區,永興街,獨立套房,2,1,12.0,1.0,0.0,1.0,2,3,11999.0
中友一中商圈【全新獨洗】【精品旅店風】,台中市北區永興街348號,北區,永興街,獨立套房,2,1,12.0,1.0,0.0,1.0,4,5,9999.0
小資平價套房★雙面採光★近中國醫一中商圈,台中市北區崇德路一段,北區,崇德路一段,獨立套房,2,1,8.0,1.0,0.0,1.0,6,6,5499.0
【崇德永興商圈】【慢活捷運小豪宅】,台中市北區太原路三段,北區,太原路三段,獨立套房,2,1,12.0,1.0,0.0,1.0,4,5,8999.0
公園&便利商店都是我鄰居,台中市南區平順街151號,南區,平順街,獨立套房,3,1,6.0,1.0,0.0,1.0,3,5,12000.0
西屯中科澄清榮總❤陽台獨洗獨曬❤衛浴開窗,台中市西屯區西屯路三段150號,西屯區,西屯路三段,獨立套房,8,1,9.0,1.0,0.0,1.0,2,4,8499.0
包水包電❤️乾濕分離❤️超級大間,台中市北屯區河北西街,北屯區,河北西街,獨立套房,6,1,15.0,1.0,0.0,1.0,3,4,14000.0
12/25看屋_市區便利電梯三房,台中市東區綀武路229巷,東區,綀武路,整層住家,4,3,23.0,3.0,2.0,1.0,4,7,19000.0
超俗兩房⭐陽台獨洗⭐流理臺⭐子母車⭐秒殺,台中市北屯區大連路一段,北屯區,大連路一段,整層住家,6,3,20.14,2.0,1.0,1.0,2,5,16499.0
❤️謙若樹，無印良品風三房附平面車位⭐️,台中市北屯區敦富一街208號,北屯區,敦富一街,整層住家,6,3,24.0,3.0,2.0,2.0,7,12,32000.0
🌈電梯可寵精緻套房⭐陽台獨洗曬⭐子母車,台中市北區崇德路一段503巷,北區,崇德路一段,獨立套房,2,1,9.0,1.0,0.0,1.0,6,6,8300.0
中山路台電可寵套房,台中市中區中山路288號,中區,中山路,獨立套房,1,1,7.0,1.0,0.0,1.0,3,4,8500.0
稀有可寵.獨洗獨曬.採光好.通風佳,台中市西屯區長安路二段71巷,西屯區,長安路二段,獨立套房,8,1,10.0,1.0,0.0,1.0,5,6,7500.0
大降價客製傢俱健康爬大坪數樓中樓,台中市西屯區宏福三巷2號,西屯區,宏福三巷,獨立套房,8,1,15.0,1.0,0.0,1.0,6,7,9000.0
近澄清.榮總.中科.可短租/報稅/發票,台中市西屯區台灣大道四段,西屯區,台灣大道四段,獨立套房,8,1,6.0,1.0,0.0,1.0,7,7,7800.0
福上巷裝修四房一廳公寓出租,台中市西屯區福上巷,西屯區,福上巷,整層住家,8,3,25.0,4.0,1.0,2.0,4,5,18500.0
近文心路崇德路全新裝潢未住代收包裹,台中市北屯區綏遠路二段63巷,北屯區,綏遠路二段,獨立套房,6,1,11.0,1.0,0.0,1.0,2,6,13500.0
★90%新★北屯★中國醫★獨洗曬★速洽★,台中市北區太原路三段,北區,太原路三段,獨立套房,2,1,10.0,1.0,0.0,1.0,3,5,5999.0
★全新★獨洗陽台★一中街★漂亮衛浴★速洽,台中市北區健行路,北區,健行路,獨立套房,2,1,10.0,1.0,0.0,1.0,5,6,7999.0
中山醫綠園道二房可寵景觀戶北歐傢俱全,台中市南區工學路155巷,南區,工學路,整層住家,3,3,25.0,2.0,2.0,1.0,12,12,27500.0
搶租三民路美套房全棟限女生進出管理,台中市中區中山路143巷,中區,中山路,獨立套房,1,1,8.0,1.0,0.0,1.0,5,6,8500.0
汽車位✨乾濕分離系統櫃✨流理臺✨陽台獨洗,台中市北屯區中清路二段1250巷,北屯區,中清路二段,獨立套房,6,1,14.0,1.0,0.0,1.0,3,5,12499.0
500公尺到中國醫藥大學,台中市北區衛道路,北區,衛道路,獨立套房,2,1,8.0,1.0,0.0,1.0,5,7,5600.0
💖合租首選💖全新家具電,台中市南區復興路二段71巷,南區,復興路二段,整層住家,3,3,25.0,3.0,2.0,2.0,7,7,25000.0
台水電❤️家庭首選❤️空屋好規劃含平車,台中市東區大智路,東區,大智路,整層住家,4,3,25.0,2.0,1.0,1.0,3,16,24000.0
近工業區、中科、精科全新家具兩房兩衛釋出,台中市西屯區順和一街,西屯區,順和一街,整層住家,8,3,25.5,2.0,2.0,2.0,6,6,17000.0
全新整理四房♥️可寵♥️車位♥️家具家電,台中市北屯區遼寧路二段,北屯區,遼寧路二段,整層住家,6,3,30.0,4.0,2.0,2.0,8,9,34000.0
電梯管理員✨超大陽台獨洗✨衛浴開窗✨快搶,台中市南區復興路三段,南區,復興路三段,獨立套房,3,1,15.0,1.0,0.0,1.0,9,10,9499.0
十甲路🏆優質套房🏆先搶先贏🏆,台中市東區十甲路,東區,十甲路,獨立套房,4,1,18.0,1.0,0.0,1.0,5,8,10000.0
北屯北區優質獨洗曬樓中樓,台中市北屯區南京東路三段12巷,北屯區,南京東路三段,獨立套房,6,1,20.0,1.0,0.0,1.0,7,7,26000.0
太原車站景觀美宅2房附平車全配可寵貓,台中市北屯區太原路三段,北屯區,太原路三段,整層住家,6,3,27.0,2.0,2.0,1.0,10,18,24000.0
北屯🔸超值兩房🔸傢俱電全🔸間間採光,台中市北屯區大連路一段,北屯區,大連路一段,整層住家,6,3,18.0,2.0,1.0,1.0,2,5,16500.0
可寵🔥陽台獨洗⭐流理台⭐付平車位,台中市北屯區同榮路318巷,北屯區,同榮路,獨立套房,6,1,13.5,1.0,0.0,1.0,5,5,12799.0
❤秒殺❤兩大房可貓❤系統設計,台中市西屯區順和一街,西屯區,順和一街,整層住家,8,3,18.0,2.0,1.0,1.0,2,5,18300.0
這間太狂✨一房一廳✨獨洗✨走路捷運✨搶,台中市西屯區天水西一街,西屯區,天水西一街,獨立套房,8,1,15.0,1.0,0.0,1.0,5,6,6999.0
❤️高CP兩房/漢口崇德商圈/大陽台,台中市北區漢口路四段,北區,漢口路四段,整層住家,2,3,22.0,2.0,1.0,1.0,3,5,17800.0
❤️無敵大套房/雙陽台加更衣室/台水電,台中市北區五權路,北區,五權路,獨立套房,2,1,18.0,1.0,0.0,1.0,4,12,14500.0
💥可租補中科酒店式管理整層出租~,台中市西屯區國安二路,西屯區,國安二路,整層住家,8,3,20.0,2.0,2.0,2.0,2,9,27000.0
中興大學商圈採光套房501,台中市南區五權南路,南區,五權南路,分租套房,3,2,5.0,1.0,0.0,1.0,5,5,4500.0
西屯區甘肅路三房可入籍租屋補助爬樓梯6F,台中市西屯區甘肅路一段,西屯區,甘肅路一段,整層住家,8,3,30.0,3.0,1.0,1.0,6,6,18000.0
免管理費✨獨洗曬✨大面採光✨衛浴開窗✨,台中市南區忠孝路,南區,忠孝路,獨立套房,3,1,13.6,1.0,0.0,1.0,6,7,8500.0
💜全新♧多間可選♧新光遠百～捷運💛,台中市西屯區惠中路,西屯區,惠中路,獨立套房,8,1,11.0,1.0,0.0,1.0,3,5,6999.0
"五期機能,捷運,邊間,雙陽台視野陽光套房",台中市南屯區大業路,南屯區,大業路,獨立套房,7,1,11.65,1.0,0.0,1.0,8,12,14760.0
可乖寵🐶台水電在外打拼超省錢陽台獨洗曬,台中市西屯區玉門路,西屯區,玉門路,獨立套房,8,1,8.0,1.0,0.0,1.0,5,22,7500.0
逢甲商圈🍎三房平車🍎全新裝潢,台中市西屯區寶慶街,西屯區,寶慶街,整層住家,8,3,30.0,3.0,2.0,2.0,2,14,27000.0
興大❤️小資必看❤️限女❤️安全✅,台中市南區國光路365巷,南區,國光路,獨立套房,3,1,7.0,1.0,0.0,1.0,1,3,5399.0
北區♫近崇德文心♫精美裝潢,台中市北區五常街,北區,五常街,獨立套房,2,1,12.0,1.0,0.0,1.0,3,7,11000.0
近中國醫✅獨洗曬✅可寵物✅全新完工,台中市北區益華街,北區,益華街,住宅,2,4,10.0,1.0,0.0,1.0,3,6,6500.0
台水台電💖社區管理員💖陽台獨洗,台中市西區向上路一段,西區,向上路一段,獨立套房,5,1,10.0,1.0,0.0,1.0,5,12,8806.0
中國醫✨全新未住✨可租補報稅,台中市北區衛道路,北區,衛道路,獨立套房,2,1,8.0,1.0,0.0,1.0,3,6,10500.0
西屯區精華地段3A房型,台中市西屯區龍門一街,西屯區,龍門一街,獨立套房,8,1,10.0,1.0,0.0,1.0,3,6,14000.0
黎明路一段230巷近高鐵及捷運,台中市南屯區黎明路230巷1號,南屯區,黎明路,整層住家,7,3,20.0,1.0,1.0,1.0,6,6,7800.0
台水電好省⭐飲水機⭐子母車⭐逢甲商圈,台中市西屯區至善路101巷,西屯區,至善路,獨立套房,8,1,8.23,1.0,0.0,1.0,4,10,7233.0
全新交屋視野🔥可寵可寵🔥附休旅車位,台中市北屯區松竹五路二段,北屯區,松竹五路二段,整層住家,6,3,25.0,3.0,2.0,2.0,11,15,24500.0
伊格西區社宅套房!!可租補~機會不再,台中市西區大業路,西區,大業路,獨立套房,5,1,10.0,1.0,0.0,1.0,9,12,10786.0
★可貓★稀有地段★一層兩戶★鬧中取靜★速,台中市南屯區大英街,南屯區,大英街,獨立套房,7,1,10.0,1.0,0.0,1.0,4,4,7000.0
我看見你的心💙陽台獨洗乾溼衛💙機車位,台中市東區一心街,東區,一心街,獨立套房,4,1,17.0,1.0,0.0,1.0,4,6,13999.0
太陽曬屁屁啦🌞可寵陽台獨洗🌞含平車,台中市北屯區同榮路318巷,北屯區,同榮路,獨立套房,6,1,15.0,1.0,0.0,1.0,5,5,12799.0
臺水電可寵✅正一房一廳✅含機上車位,台中市北區北屯路,北區,北屯路,獨立套房,2,1,14.0,1.0,0.0,1.0,7,12,21000.0
日式湯屋豪宅系統裝潢一房一廳大陽台快搶,台中市西屯區太原路一段187號,西屯區,太原路一段,獨立套房,8,1,20.0,1.0,0.0,1.0,7,8,16400.0
❤秒殺❤2+1房❤,台中市北屯區敦化路一段,北屯區,敦化路一段,獨立套房,6,1,25.0,1.0,0.0,1.0,7,12,21000.0
誰還記得💖陽台獨洗小資快搶💖機車好停,台中市南區台中路,南區,台中路,獨立套房,3,1,10.0,1.0,0.0,1.0,3,8,7799.0
美術館三房✨系統櫃✔雙陽台✔室內機車位✔,台中市西區朝陽街,西區,朝陽街,獨立套房,5,1,18.0,1.0,0.0,1.0,6,7,23500.0
可寵大房🌞可報稅補助入戶🌞含車管,台中市北屯區敦富一街,北屯區,敦富一街,整層住家,6,3,30.0,3.0,2.0,1.0,12,15,27000.0
台水電🌞朋友合租🌞超大間🌞含平車管,台中市北屯區松竹一路,北屯區,松竹一路,整層住家,6,3,25.0,2.0,2.0,1.0,4,15,28000.0
近興大🌈電梯新屋❤陽台套房❤子母車✅,台中市南區永東街,南區,永東街,獨立套房,3,1,9.0,1.0,0.0,1.0,6,7,7000.0
中清全新優質兩房,台中市北區中清路一段,北區,中清路一段,獨立套房,2,1,5.0,1.0,0.0,1.0,4,5,21000.0
✨近一點利/小資一房/採光佳/大間,台中市北屯區興安路二段,北屯區,興安路二段,獨立套房,6,1,10.5,1.0,0.0,1.0,5,5,6999.0
大俊國2房17000含管理費乾淨明亮,台中市西屯區永福路134號,西屯區,永福路,整層住家,8,3,13.9,2.0,2.0,1.0,11,19,17000.0
家庭朋友合租🌞高樓層景觀🌞含平車管,台中市北屯區敦富一街,北屯區,敦富一街,整層住家,6,3,30.0,2.0,2.0,2.0,3,13,27000.0
家庭朋友*漢神百貨*台水電超級漂亮,台中市北屯區四平路,北屯區,四平路,整層住家,6,3,25.0,3.0,2.0,1.0,3,10,28500.0
*包電免管費*電梯*陽台獨洗晾*方正採光,台中市西區大墩十街,西區,大墩十街,獨立套房,5,1,13.8,1.0,0.0,1.0,4,4,11800.0
可報稅租屋補助*六星級正隔間一房一聽*,台中市西屯區河南路二段,西屯區,河南路二段,整層住家,8,3,15.0,1.0,1.0,1.0,2,2,16500.0
近中國醫✅全新整理✅隔音超好✅小資首選,台中市北區篤行路,北區,篤行路,住宅,2,4,8.0,1.0,0.0,1.0,3,5,5999.0
可寵大間✅陽台獨洗✅採光通風✅舒適宜居,台中市西區精忠街,西區,精忠街,獨立套房,5,1,7.0,1.0,0.0,1.0,5,5,8000.0
❤秒殺❤電梯❤可租補❤陽台❤衛浴開窗❤,台中市南區學府路,南區,學府路,獨立套房,3,1,8.0,1.0,0.0,1.0,6,7,7000.0
✨高CP值/3房2廳/簡配傢俱家電/可貓,台中市北區東成路,北區,東成路,整層住家,2,3,30.0,3.0,2.0,2.0,2,12,18000.0
❤可寵❤近中國一兩大房❤全新完工,台中市北區五常街,北區,五常街,整層住家,2,3,18.0,2.0,1.0,1.0,2,5,18999.0
❤可貓❤兩大房近東興國小❤含車位,台中市南屯區大聖街,南屯區,大聖街,整層住家,7,3,23.0,2.0,1.0,1.0,3,6,20000.0
❤可貓❤華麗兩大房❤新釋出,台中市西屯區內江街,西屯區,內江街,整層住家,8,3,18.0,2.0,1.0,1.0,5,7,22999.0
★可寵不吵★雙門冰箱★大間★獨洗陽台★速,台中市北區育樂街,北區,育樂街,獨立套房,2,1,10.0,1.0,0.0,1.0,4,4,6999.0
南屯嶺東三房可貓室內挑高一層一戶,台中市南屯區寶山六街,南屯區,寶山六街,整層住家,7,3,30.0,3.0,2.0,2.0,8,11,23500.0
